ID,Sales Segment,Global Region,Industry,Booking Date Date,Lead Source,Type,Reporting Type Reason,Stage Name,Source,Number of Employees,Is Customer (Yes / No),Created Date,Tenure Months,Total ARR
3033,Emerging,NA,,2019-05-20,,New Deal,New,Disqualified,,,Yes,2019-05-09,31 Months,$8K
3034,Emerging,NA,Venture Capital & Private Equity,2019-05-20,Outbound,New Deal,New,Closed Won,Outbound,20,Yes,2019-05-07,47 Months,$9K
3035,SMB,NA,IT Services,2019-05-20,Website,New Deal,New,Closed Lost,Website,32,No,2019-05-07,31 Months,$8K
3036,Emerging,NA,Internet Software & Services,2019-05-20,,Upgrade,Upgrade,Closed Won,,5,Yes,2019-05-16,60 Months,$2K
3037,Emerging,NA,Professional Services,2019-05-20,,Upgrade,Upgrade,Closed Won,,8,Yes,2019-05-02,60 Months,$5K
3038,SMB,EMEA,Internet Software & Services,2019-05-20,,Upgrade,Upgrade,Closed Won,,50,Yes,2019-05-16,23 Months,$1K
3039,Emerging,NA,Professional Services,2019-05-20,,Upgrade,Upgrade,Closed Won,,6,Yes,2019-05-16,60 Months,$4K
3040,SMB,NA,Internet Software & Services,2019-05-20,Data Vendor,New Deal,New,Closed Won,Data Vendor,90,Yes,2019-02-13,7 Months,$8K
3041,SMB,NA,Internet Software & Services,2019-05-17,SalesLoft (Prospector),New Deal,New,Closed Lost,SalesLoft (Prospector),195,No,2019-04-10,39 Months,$28K
3042,Emerging,NA,Internet Software & Services,2019-05-17,,Upgrade,Upgrade,Closed Won,,19,Yes,2019-05-15,31 Months,$4K
3043,SMB,NA,Internet Software & Services,2019-05-17,,Upgrade,Upgrade,Closed Won,,30,No,2019-05-08,60 Months,$4K
3044,SMB,EMEA,Consulting,2019-05-17,SalesLoft,New Deal,New,Closed Won,SalesLoft,45,Yes,2019-04-17,7 Months,$8K
3045,SMB,NA,Internet Software & Services,2019-05-17,,Upgrade,Upgrade,Closed Won,,5,Yes,2019-05-16,15 Months,$6K
3046,Emerging,APAC,Internet Software & Services,2019-05-17,SalesLoft,New Deal,New,Closed Won,SalesLoft,,Yes,2019-05-08,11 Months,$8K
3047,Emerging,NA,Internet Software & Services,2019-05-17,,Upgrade,Upgrade,Closed Won,,118,Yes,2019-04-29,60 Months,$4K
3048,SMB,EMEA,Internet Software & Services,2019-05-16,,Upgrade,Upgrade,Closed Won,,75,Yes,2019-05-06,41 Months,$4K
3049,Enterprise,NA,Transportation,2019-05-16,,New Deal,Upgrade,Closed Won,,"10,001",Yes,2019-05-13,15 Months,$9K
3050,Enterprise,NA,Technology,2019-05-16,Live Chat,New Deal,New,Closed Won,Live Chat,"1,500",Yes,2018-12-14,31 Months,$108K
3051,SMB,NA,Internet Software & Services,2019-05-16,,Upgrade,Upgrade,Closed Won,,130,Yes,2019-05-13,41 Months,$26K
3052,SMB,NA,Internet Software & Services,2019-05-15,Live Chat,New Deal,New,Closed Lost,Live Chat,,No,2019-05-07,31 Months,$8K
3053,SMB,NA,Internet Software & Services,2019-05-15,ZoomInfo,New Deal,New,Closed Lost,ZoomInfo,125,No,2019-01-22,39 Months,$8K
3054,Emerging,NA,Consulting,2019-05-15,Social Ads,New Deal,New,Closed Lost,Social Ads,91,No,2019-03-11,31 Months,$9K
3055,Emerging,NA,Media,2019-05-15,Live Chat,New Deal,New,Closed Lost,Live Chat,5,No,2019-04-09,47 Months,$8K
3056,Enterprise,NA,Specialized Consumer Services,2019-05-15,LeadIQ,New Deal,New,Closed Won,LeadIQ,"1,431",Yes,2018-07-05,23 Months,$74K
3057,Emerging,EMEA,Professional Services,2019-05-15,,Upgrade,Upgrade,Closed Won,,46,Yes,2019-03-28,60 Months,$8K
3058,SMB,NA,Internet Software & Services,2019-05-15,,Upgrade,Upgrade,Closed Won,,35,Yes,2019-02-22,47 Months,$4K
3059,Emerging,NA,Internet Software & Services,2019-05-15,Google Natural Search,New Deal,New,Closed Lost,Google Natural Search,15,Yes,2019-04-09,47 Months,$8K
3060,SMB,NA,Professional Services,2019-05-15,ZoomInfo,New Deal,New,Closed Lost,ZoomInfo,250,No,2019-03-21,41 Months,$34K
3061,SMB,NA,Internet Software & Services,2019-05-15,,Upgrade,Upgrade,Closed Won,,48,Yes,2019-05-07,60 Months,$5K
3062,Emerging,NA,Internet Software & Services,2019-05-15,,Upgrade,Upgrade,Disqualified,,,Yes,2019-04-15,47 Months,$2K
3063,SMB,NA,Internet Software & Services,2019-05-15,,Upgrade,Upgrade,Closed Won,,100,Yes,2019-05-09,39 Months,$9K
3064,Emerging,NA,Internet Software & Services,2019-05-15,,Upgrade,Upgrade,Closed Won,,,Yes,2019-05-13,31 Months,-$614.02
3065,Enterprise,NA,Internet Software & Services,2019-05-15,,Upgrade,Upgrade,Closed Won,,95,Yes,2019-05-13,60 Months,$3K
3066,SMB,NA,Diversified Financial Services,2019-05-15,,Upgrade,Upgrade,Closed Won,,175,Yes,2019-05-15,41 Months,$12K
3067,Emerging,EMEA,Professional Services,2019-05-14,Webinar,New Deal,New,Closed Won,Webinar,,Yes,2019-05-07,11 Months,$8K
3068,Emerging,NA,Internet Software & Services,2019-05-14,,Upgrade,Upgrade,Closed Won,,,Yes,2019-05-13,47 Months,$2K
3069,Mid-Market,NA,Internet Software & Services,2019-05-14,Outbound,New Deal,New,Closed Lost,Outbound,232,No,2019-02-13,7 Months,$33K
3070,SMB,NA,Professional Services,2019-05-14,Google Natural Search,New Deal,New,Closed Lost,Google Natural Search,201,No,2019-04-12,41 Months,$8K
3071,Emerging,NA,Marketing and Advertising,2019-05-14,Outbound,New Deal,New,Closed Won,Outbound,,Yes,2019-04-18,39 Months,$8K
3072,Enterprise,NA,Commercial Services & Supplies,2019-05-14,Datahug,New Deal,Upgrade,Closed Won,Datahug,18,Yes,2019-04-12,6 Months,$3K
3073,SMB,NA,Professional Services,2019-05-14,,Upgrade,Upgrade,Closed Won,,420,Yes,2019-05-09,31 Months,$0.00
3074,SMB,EMEA,Internet Software & Services,2019-05-14,SalesLoft (Prospector),New Deal,New,Closed Won,SalesLoft (Prospector),51,Yes,2019-05-06,41 Months,$7K
3075,Emerging,NA,Internet Software & Services,2019-05-14,Web,New Deal,New,Closed Won,Web,30,Yes,2019-05-09,4 Months,$8K
3076,Emerging,NA,Internet Software & Services,2019-05-14,SalesLoft,New Deal,New,Closed Won,SalesLoft,20,Yes,2019-05-06,41 Months,$8K
3077,Emerging,NA,Professional Services,2019-05-13,,Upgrade,Upgrade,Closed Won,,75,Yes,2019-05-09,41 Months,$2K
3078,SMB,NA,Internet Software & Services,2019-05-13,SalesLoft (Prospector),New Deal,New,Closed Lost,SalesLoft (Prospector),11,No,2019-01-31,7 Months,$21K
3079,Emerging,NA,Internet,2019-05-13,,Upgrade,Upgrade,Closed Lost,,20,No,2019-03-23,3 Months,$4K
3080,Emerging,NA,Internet Software & Services,2019-05-13,,Upgrade,Upgrade,Closed Won,,71,Yes,2019-05-10,41 Months,-$960.00
3081,SMB,NA,,2019-05-13,,Upgrade,Upgrade,Closed Won,,200,Yes,2019-05-10,11 Months,$4K
3082,Emerging,EMEA,Internet Software & Services,2019-05-13,Website,New Deal,New,Closed Won,Website,,Yes,2019-05-10,11 Months,$8K
3083,SMB,NA,Internet Software & Services,2019-05-13,,Upgrade,Upgrade,Closed Lost,,0,Yes,2019-05-05,47 Months,$14K
3084,SMB,NA,Professional Services,2019-05-10,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,100,Yes,2019-04-26,39 Months,$8K
3085,Emerging,NA,Internet Software & Services,2019-05-10,,Upgrade,Upgrade,Closed Won,,44,Yes,2019-05-09,60 Months,$1K
3086,Emerging,NA,Professional Services,2019-05-10,,Upgrade,Upgrade,Closed Won,,6,Yes,2019-04-24,60 Months,-$600.00
3087,Emerging,NA,Internet Software & Services,2019-05-10,Web,New Deal,New,Closed Lost,Web,,No,2019-02-18,7 Months,$13K
3088,Emerging,NA,Professional Services,2019-05-10,,Upgrade,Upgrade,Closed Lost,,"1,413",Yes,2019-04-25,60 Months,$4K
3089,Emerging,NA,Technology,2019-05-10,,New Deal,New,Closed Lost,,45,No,2018-09-11,39 Months,$8K
3090,Emerging,NA,Hospital & Health Care,2019-05-10,,Upgrade,Upgrade,Closed Won,,70,Yes,2019-05-07,47 Months,$1K
3091,Emerging,NA,Internet Software & Services,2019-05-10,,Upgrade,Upgrade,Disqualified,,46,Yes,2019-04-10,60 Months,$3K
3092,SMB,NA,Professional Services,2019-05-10,,Upgrade,Upgrade,Closed Won,,370,No,2019-04-03,47 Months,-$960.10
3093,SMB,NA,Capital Markets,2019-05-10,,Upgrade,Upgrade,Closed Won,,35,Yes,2019-05-07,39 Months,$2K
3094,SMB,NA,Internet Software & Services,2019-05-10,,Upgrade,Upgrade,Closed Won,,11,Yes,2019-05-02,39 Months,$17K
3095,SMB,NA,Diversified Financial Services,2019-05-09,,Upgrade,Upgrade,Closed Won,,179,Yes,2019-05-08,39 Months,-$900.00
3096,Emerging,NA,Internet Software & Services,2019-05-09,,Upgrade,Upgrade,Closed Won,,18,Yes,2019-05-09,31 Months,-$810.00
3097,SMB,NA,Internet Software & Services,2019-05-09,,Upgrade,Upgrade,Closed Won,,200,Yes,2019-05-09,41 Months,$2K
3098,SMB,NA,Internet Software & Services,2019-05-09,Datahug,New Deal,New,Closed Lost,Datahug,90,No,2018-10-04,47 Months,$8K
3099,Emerging,NA,Professional Services,2019-05-09,,Upgrade,Upgrade,Closed Lost,,45,Yes,2019-02-26,31 Months,$29K
3100,SMB,NA,Internet Software & Services,2019-05-08,,Upgrade,Upgrade,Disqualified,,65,Yes,2019-04-19,60 Months,-$504.07
3101,SMB,NA,Internet Software & Services,2019-05-08,,Upgrade,Upgrade,Closed Won,,71,Yes,2019-05-02,60 Months,$4K
3102,Emerging,NA,Education,2019-05-08,Website,New Deal,New,Closed Lost,Website,40,No,2019-05-02,58 Months,$17K
3103,SMB,NA,Entertainment,2019-05-08,SalesLoft,New Deal,New,Closed Lost,SalesLoft,100,No,2018-03-05,47 Months,$52K
3104,Emerging,EMEA,Information Services,2019-05-08,Google Natural Search,New Deal,New,Closed Lost,Google Natural Search,47,No,2019-04-03,47 Months,$12K
3105,Emerging,NA,Internet Software & Services,2019-05-08,,Upgrade,Upgrade,Closed Won,,75,Yes,2019-04-22,39 Months,$2K
3106,Mid-Market,NA,Internet,2019-05-08,Datahug,New Deal,New,Closed Won,Datahug,870,Yes,2018-10-08,31 Months,$66K
3107,Emerging,EMEA,Internet Software & Services,2019-05-08,,Upgrade,Upgrade,Closed Won,,27,Yes,2019-05-06,60 Months,$14K
3108,Enterprise,NA,Internet Software & Services,2019-05-08,Sales Executive,New Deal,New,Closed Won,Sales Executive,750,Yes,2019-04-03,15 Months,$14K
3109,Emerging,NA,Internet Software & Services,2019-05-08,,Upgrade,Upgrade,Closed Won,,11,Yes,2019-05-07,41 Months,-$660.00
3110,SMB,EMEA,Internet Software & Services,2019-05-07,,Upgrade,Upgrade,Closed Won,,50,Yes,2019-05-07,23 Months,$3K
3111,SMB,NA,Professional Services,2019-05-07,,Upgrade,Upgrade,Closed Won,,38,Yes,2019-05-06,47 Months,$4K
3112,Emerging,EMEA,Internet Software & Services,2019-05-07,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,12,Yes,2019-05-03,60 Months,$1K
3113,Enterprise,NA,Internet,2019-05-07,,Upgrade,Upgrade,Closed Won,,201,Yes,2019-05-06,23 Months,$7K
3114,Emerging,NA,Internet Software & Services,2019-05-07,,Upgrade,Upgrade,Closed Won,,,Yes,2019-05-06,31 Months,-$720.00
3115,Mid-Market,EMEA,Internet Software & Services,2019-05-07,Web,New Deal,New,Closed Lost,Web,70,No,2019-03-28,31 Months,$9K
3116,Emerging,EMEA,Internet Software & Services,2019-05-07,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,110,Yes,2019-04-15,47 Months,$9K
3117,Emerging,NA,Professional Services,2019-05-07,Events,New Deal,New,Closed Won,Events,11,Yes,2019-05-06,39 Months,$8K
3118,Enterprise,NA,Internet Software & Services,2019-05-07,Data Vendor,Upgrade,Upgrade,Closed Lost,Data Vendor,0,Yes,2019-02-11,15 Months,$9K
3119,Emerging,NA,,2019-05-06,,Upgrade,Upgrade,Closed Won,,,Yes,2019-04-13,47 Months,$4K
3120,Emerging,NA,Consumer Discretionary,2019-05-06,,Upgrade,Upgrade,Disqualified,,36,Yes,2019-01-14,47 Months,$2K
3121,Emerging,NA,Internet Software & Services,2019-05-06,,Upgrade,Upgrade,Closed Won,,50,Yes,2019-04-16,41 Months,$3K
3122,SMB,NA,Internet Software & Services,2019-05-06,,Upgrade,Upgrade,Closed Won,,51,Yes,2019-05-06,41 Months,$2K
3123,SMB,NA,Internet Software & Services,2019-05-02,,Upgrade,Upgrade,Closed Won,,30,Yes,2019-04-17,41 Months,$2K
3124,SMB,NA,Internet Software & Services,2019-05-02,,Upgrade,Upgrade,Closed Won,,0,Yes,2019-04-23,60 Months,-$600.48
3125,SMB,NA,Internet Software & Services,2019-05-02,,Upgrade,Upgrade,Disqualified,,201,Yes,2019-02-08,3 Months,$7K
3126,Enterprise,NA,Professional Services,2019-05-01,SalesLoft,New Deal,New,Closed Lost,SalesLoft,"2,600",No,2019-01-08,47 Months,$8K
3127,Emerging,NA,Capital Markets,2019-05-01,Web,New Deal,New,Disqualified,Web,30,No,2019-04-03,47 Months,$8K
3128,Emerging,NA,Renewable Electricity,2019-05-01,Google Natural Search,New Deal,New,Closed Lost,Google Natural Search,30,No,2019-03-04,41 Months,$8K
3129,Emerging,NA,Professional Services,2019-05-01,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,8,Yes,2019-04-05,7 Months,$8K
3130,SMB,NA,Internet Software & Services,2019-05-01,,Upgrade,Upgrade,Closed Won,,210,Yes,2019-02-07,39 Months,$2K
3131,Emerging,APAC,Internet Software & Services,2019-05-01,,Upgrade,Upgrade,Disqualified,,5,Yes,2019-04-02,7 Months,$3K
3132,Emerging,NA,Internet Software & Services,2019-05-01,,New Deal,New,Closed Lost,,11,No,2018-11-20,41 Months,$16K
3133,Mid-Market,NA,Consulting,2019-05-01,,New Deal,New,Closed Lost,,"3,988",No,2019-04-03,31 Months,$17K
3134,SMB,NA,Internet Software & Services,2019-05-01,,Upgrade,Upgrade,Closed Lost,,45,Yes,2019-04-16,41 Months,$1K
3135,Emerging,NA,Internet Software & Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,15,Yes,2019-04-26,60 Months,$15K
3136,Emerging,NA,Internet,2019-04-30,,Upgrade,Upgrade,Closed Won,,30,Yes,2019-04-22,39 Months,$12K
3137,Emerging,NA,Professional Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,28,Yes,2019-04-18,3 Months,$5K
3138,Emerging,NA,Internet Software & Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,33,Yes,2019-04-29,3 Months,$5K
3139,Emerging,NA,Media,2019-04-30,Social Ads,New Deal,New,Closed Lost,Social Ads,46,Yes,2019-02-07,47 Months,$36K
3140,SMB,NA,Internet Software & Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,11,Yes,2019-04-30,39 Months,$2K
3141,Mid-Market,NA,Publishing,2019-04-30,Datahug,New Deal,New,Closed Won,Datahug,60,No,2019-04-26,60 Months,$10K
3142,Emerging,NA,Internet Software & Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,15,Yes,2019-04-30,3 Months,$4K
3143,SMB,NA,Professional Services,2019-04-30,Datahug,New Deal,New,Closed Won,Datahug,45,Yes,2019-02-15,31 Months,$30K
3144,SMB,NA,Professional Services,2019-04-30,,Billing Transfer,Billing Transfer,Closed Won,,37,Yes,2019-04-30,42 Months,$0.00
3145,Emerging,NA,,2019-04-30,Datahug,New Deal,New,Closed Won,Datahug,,Yes,2019-04-08,31 Months,$24K
3146,Emerging,NA,Hospital & Health Care,2019-04-30,,Upgrade,Upgrade,Disqualified,,5,Yes,2019-03-14,4 Months,$11K
3147,SMB,NA,Internet Software & Services,2019-04-30,,Upgrade,Upgrade,Disqualified,,180,Yes,2018-09-21,60 Months,$30K
3148,SMB,NA,Internet Software & Services,2019-04-30,Web,New Deal,New,Closed Won,Web,1,Yes,2018-09-30,39 Months,$44K
3149,SMB,NA,Internet Software & Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,50,Yes,2019-03-27,39 Months,$5K
3150,SMB,NA,Internet Software & Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,0,Yes,2019-04-30,47 Months,$3K
3151,SMB,NA,Internet Software & Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,30,Yes,2019-03-28,60 Months,$10K
3152,Emerging,EMEA,Internet Software & Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,16,Yes,2019-04-17,47 Months,$5K
3153,Emerging,NA,Internet Software & Services,2019-04-30,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,36,Yes,2019-04-10,4 Months,$27K
3154,Emerging,NA,Internet Software & Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,44,Yes,2019-04-25,47 Months,$3K
3155,Enterprise,NA,Insurance,2019-04-30,,Upgrade,Upgrade,Closed Won,,"5,600",Yes,2018-10-26,15 Months,$30K
3156,SMB,NA,Internet Software & Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,63,Yes,2019-03-14,60 Months,$32K
3157,SMB,NA,Professional Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,90,Yes,2019-04-19,39 Months,$6K
3158,Emerging,EMEA,Internet Software & Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,0,Yes,2019-04-22,60 Months,$3K
3159,Emerging,EMEA,Internet Software & Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,100,Yes,2019-04-09,47 Months,$6K
3160,Emerging,NA,Professional Services,2019-04-30,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,60,Yes,2019-04-08,47 Months,$11K
3161,SMB,NA,Internet Software & Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,130,Yes,2019-01-16,41 Months,$18K
3162,Enterprise,NA,Internet Software & Services,2019-04-30,Datahug,Upgrade,Upgrade,Closed Won,Datahug,"12,691",Yes,2019-04-25,15 Months,$44K
3163,Emerging,NA,Internet Software & Services,2019-04-30,Datahug,New Deal,New,Closed Won,Datahug,12,Yes,2019-04-09,39 Months,$8K
3164,SMB,NA,Financial Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,640,Yes,2019-03-28,39 Months,$24K
3165,Emerging,NA,Internet,2019-04-30,,Upgrade,Upgrade,Closed Won,,20,Yes,2019-03-12,31 Months,$2K
3166,Enterprise,NA,Transportation,2019-04-30,ZoomInfo,New Deal,Upgrade,Closed Won,ZoomInfo,"10,001",Yes,2019-03-26,15 Months,$17K
3167,SMB,NA,Professional Services,2019-04-30,Google Ad,New Deal,New,Closed Won,Google Ad,420,Yes,2019-04-23,31 Months,$8K
3168,SMB,NA,Computer Software,2019-04-30,,Upgrade,Upgrade,Closed Won,,180,Yes,2019-04-04,41 Months,$26K
3169,SMB,NA,Professional Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,111,Yes,2019-01-10,41 Months,$40K
3170,SMB,NA,"Hotels, Restaurants & Leisure",2019-04-30,,Upgrade,Upgrade,Closed Won,,175,Yes,2019-04-29,39 Months,$6K
3171,SMB,APAC,Computer Software,2019-04-30,,Upgrade,Upgrade,Closed Won,,200,Yes,2019-04-22,39 Months,$18K
3172,Emerging,NA,Internet Software & Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,1,Yes,2019-04-30,3 Months,$1K
3173,SMB,NA,Internet Software & Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,130,Yes,2019-03-25,41 Months,$30K
3174,Emerging,NA,Internet Software & Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,11,Yes,2019-04-30,41 Months,$2K
3175,Emerging,NA,Internet Software & Services,2019-04-30,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,30,Yes,2019-04-18,41 Months,$9K
3176,Emerging,NA,Internet Software & Services,2019-04-30,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,55,Yes,2019-03-19,39 Months,$17K
3177,SMB,EMEA,Internet Software & Services,2019-04-30,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,320,Yes,2019-01-16,11 Months,$8K
3178,SMB,NA,Internet Software & Services,2019-04-30,,New Deal,New,Closed Won,,0,Yes,2019-04-17,41 Months,$31K
3179,Emerging,NA,Banking & Mortgages,2019-04-30,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,50,Yes,2019-04-16,47 Months,$59K
3180,SMB,NA,Internet Software & Services,2019-04-30,Datahug,New Deal,New,Closed Won,Datahug,145,Yes,2019-04-25,39 Months,$18K
3181,Emerging,NA,Computer Networking,2019-04-30,,Upgrade,Upgrade,Closed Won,,,Yes,2019-03-28,15 Months,$2K
3182,SMB,NA,Internet Software & Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,144,Yes,2019-03-13,41 Months,$39K
3183,Enterprise,NA,Internet Software & Services,2019-04-30,Datahug,Upgrade,Upgrade,Closed Won,Datahug,375,Yes,2018-11-19,47 Months,$80K
3184,Emerging,NA,,2019-04-30,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,50,Yes,2019-04-16,47 Months,$8K
3185,Emerging,NA,Internet Software & Services,2019-04-30,,Upgrade,Upgrade,Disqualified,,41,Yes,2019-04-03,4 Months,$2K
3186,Emerging,NA,Internet Software & Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,51,Yes,2019-04-24,60 Months,$6K
3187,Emerging,NA,Technology,2019-04-30,Web,New Deal,New,Closed Won,Web,210,Yes,2019-04-18,31 Months,$7K
3188,Emerging,NA,,2019-04-30,Social Ads,New Deal,New,Closed Lost,Social Ads,,No,2019-03-11,31 Months,$16K
3189,Emerging,NA,Internet Software & Services,2019-04-30,Website,New Deal,New,Closed Won,Website,5,Yes,2019-04-30,47 Months,$9K
3190,Enterprise,EMEA,Advertising,2019-04-30,,New Deal,New,Closed Lost,,400,No,2019-02-05,31 Months,$13K
3191,SMB,NA,Professional Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,420,Yes,2019-04-30,31 Months,$4K
3192,SMB,NA,Insurance,2019-04-30,LeadIQ,New Deal,New,Closed Won,LeadIQ,200,Yes,2019-01-31,47 Months,$22K
3193,SMB,NA,Internet Software & Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,20,Yes,2019-04-18,47 Months,$6K
3194,Emerging,NA,Professional Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,51,Yes,2019-04-25,39 Months,$5K
3195,Mid-Market,NA,Media,2019-04-30,,New Deal,New,Closed Lost,,501,No,2018-10-29,47 Months,$0.00
3196,Emerging,NA,Internet Software & Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,20,Yes,2019-04-02,39 Months,$3K
3197,SMB,NA,Internet Software & Services,2019-04-30,,Upgrade,Upgrade,Closed Lost,,0,No,2019-01-23,3 Months,$15K
3198,Emerging,NA,Internet,2019-04-30,,Upgrade,Upgrade,Closed Won,,51,Yes,2019-04-25,60 Months,$11K
3199,Emerging,EMEA,,2019-04-30,Web,New Deal,New,Closed Lost,Web,,No,2019-03-01,31 Months,$10K
3200,Emerging,NA,Professional Services,2019-04-30,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,11,Yes,2019-04-02,31 Months,$8K
3201,SMB,NA,Health Care Providers & Services,2019-04-30,,Upgrade,Upgrade,Closed Won,,417,Yes,2019-04-23,41 Months,$2K
3202,Emerging,NA,,2019-04-30,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,,Yes,2019-04-23,31 Months,$7K
3203,SMB,NA,Professional Services,2019-04-30,Google Natural Search,New Deal,New,Closed Lost,Google Natural Search,101,Yes,2019-02-08,31 Months,$27K
3204,SMB,NA,Internet Software & Services,2019-04-29,,Upgrade,Upgrade,Closed Won,,230,Yes,2019-04-29,41 Months,$9K
3205,SMB,NA,Internet Software & Services,2019-04-29,,Upgrade,Upgrade,Closed Won,,38,Yes,2019-04-13,47 Months,$1K
3206,Emerging,EMEA,Consulting,2019-04-29,,Upgrade,Upgrade,Closed Won,,,Yes,2019-04-29,7 Months,$2K
3207,Enterprise,NA,Internet,2019-04-29,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,950,Yes,2019-04-19,15 Months,$10K
3208,SMB,NA,Internet Software & Services,2019-04-29,ZoomInfo,New Deal,New,Closed Lost,ZoomInfo,146,No,2019-03-21,47 Months,$29K
3209,SMB,APAC,Computer Software,2019-04-29,,Upgrade,Upgrade,Closed Won,,200,Yes,2019-04-26,39 Months,$0.00
3210,SMB,NA,Internet Software & Services,2019-04-29,,Upgrade,Upgrade,Closed Won,,205,Yes,2019-04-29,7 Months,$3K
3211,SMB,NA,Internet Software & Services,2019-04-29,LeadIQ,New Deal,New,Closed Won,LeadIQ,51,Yes,2019-01-16,47 Months,$75K
3212,SMB,NA,Internet Software & Services,2019-04-29,,Upgrade,Upgrade,Closed Won,,30,Yes,2019-04-29,39 Months,$5K
3213,Emerging,NA,Internet Software & Services,2019-04-29,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,20,Yes,2019-03-04,7 Months,$19K
3214,SMB,NA,Internet Software & Services,2019-04-29,,Billing Transfer,Billing Transfer,Closed Won,,69,Yes,2019-04-29,42 Months,$0.00
3215,Emerging,NA,Internet Software & Services,2019-04-29,,Billing Transfer,Billing Transfer,Closed Won,,5,Yes,2019-04-29,42 Months,$4K
3216,SMB,NA,Internet Software & Services,2019-04-29,,Upgrade,Upgrade,Closed Won,,0,Yes,2019-04-04,41 Months,$9K
3217,Emerging,NA,Computer Software,2019-04-29,,Upgrade,Upgrade,Closed Won,,,Yes,2019-04-23,7 Months,$7K
3218,Enterprise,NA,Professional Services,2019-04-29,,Upgrade,Upgrade,Closed Won,,"1,167",Yes,2019-04-26,23 Months,$6K
3219,Emerging,NA,Internet Software & Services,2019-04-29,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,,Yes,2019-03-27,31 Months,$8K
3220,Emerging,NA,Technology,2019-04-29,,Upgrade,Upgrade,Closed Won,,,Yes,2019-04-29,39 Months,$1K
3221,Emerging,NA,Internet Software & Services,2019-04-29,,Upgrade,Upgrade,Closed Won,,40,Yes,2019-04-29,60 Months,$2K
3222,Emerging,EMEA,Technology,2019-04-29,Datahug,New Deal,New,Closed Won,Datahug,80,Yes,2019-04-11,41 Months,$14K
3223,Enterprise,EMEA,Internet Software & Services,2019-04-29,Google Ad,New Deal,New,Closed Won,Google Ad,70,Yes,2019-03-13,31 Months,$3K
3224,SMB,LATAM,Internet Software & Services,2019-04-29,,Upgrade,Upgrade,Closed Won,,115,No,2019-04-05,60 Months,$7K
3225,SMB,NA,Health Care Providers & Services,2019-04-29,Outbound,New Deal,New,Closed Won,Outbound,51,Yes,2019-04-02,47 Months,$41K
3226,Emerging,NA,Technology,2019-04-29,Datahug,New Deal,New,Closed Won,Datahug,15,Yes,2019-01-28,47 Months,$8K
3227,SMB,NA,Professional Services,2019-04-28,Outbound SDR,New Deal,New,Closed Won,Outbound SDR,201,Yes,2019-03-14,47 Months,$8K
3228,Emerging,NA,Internet Software & Services,2019-04-26,,Upgrade,Upgrade,Closed Lost,,15,Yes,2019-04-22,60 Months,$6K
3229,Enterprise,NA,Insurance,2019-04-26,,Upgrade,Upgrade,Closed Lost,,"5,600",Yes,2018-11-06,15 Months,$1K
3230,SMB,NA,Internet Software & Services,2019-04-26,,Upgrade,Upgrade,Closed Lost,,30,Yes,2019-04-08,60 Months,$10K
3231,SMB,NA,Internet Software & Services,2019-04-26,,Upgrade,Upgrade,Closed Lost,,125,No,2019-02-22,60 Months,$7K
